2024-06-15 12:05:45.768 Event: Pod Created, Pod: alertmanager-prometheus-kube-prometheus-alertmanager-0, Namespace: default, Node: minikube-m02, Timestamp: 1718453145.7685564
2024-06-15 12:33:48.839 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-ctsvc, Namespace: default, Node: None, Timestamp: 1718454828.8396316
2024-06-15 12:33:48.906 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-ctsvc, Namespace: default, Node: minikube-m03, Timestamp: 1718454828.90639
2024-06-15 12:33:48.911 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-nsp4m, Namespace: default, Node: None, Timestamp: 1718454828.9119644
2024-06-15 12:33:48.919 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-jl2fj, Namespace: default, Node: minikube, Timestamp: 1718454828.9192886
2024-06-15 12:33:48.925 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-qrfth, Namespace: default, Node: None, Timestamp: 1718454828.925219
2024-06-15 12:33:48.952 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-nsp4m, Namespace: default, Node: minikube-m02, Timestamp: 1718454828.9528139
2024-06-15 12:33:48.969 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-qrfth, Namespace: default, Node: minikube-m04, Timestamp: 1718454828.9693553
2024-06-15 12:33:48.997 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-56pxj, Namespace: default, Node: None, Timestamp: 1718454828.9972112
2024-06-15 12:33:49.002 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-ctsvc, Namespace: default, Node: minikube-m03, Timestamp: 1718454829.002193
2024-06-15 12:33:49.028 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-56pxj, Namespace: default, Node: minikube, Timestamp: 1718454829.028399
2024-06-15 12:33:49.034 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-qrfth, Namespace: default, Node: minikube-m04, Timestamp: 1718454829.0346243
2024-06-15 12:33:49.037 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-qqrph, Namespace: default, Node: None, Timestamp: 1718454829.0378675
2024-06-15 12:33:49.041 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-nsp4m, Namespace: default, Node: minikube-m02, Timestamp: 1718454829.041745
2024-06-15 12:33:49.052 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-qqrph, Namespace: default, Node: minikube-m03, Timestamp: 1718454829.0527086
2024-06-15 12:33:49.097 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-66srm, Namespace: default, Node: None, Timestamp: 1718454829.0974386
2024-06-15 12:33:49.116 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-56pxj, Namespace: default, Node: minikube, Timestamp: 1718454829.1162276
2024-06-15 12:33:49.153 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-66srm, Namespace: default, Node: minikube-m02, Timestamp: 1718454829.1530938
2024-06-15 12:33:49.157 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rctzq, Namespace: default, Node: None, Timestamp: 1718454829.1576536
2024-06-15 12:33:49.163 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-qqrph, Namespace: default, Node: minikube-m03, Timestamp: 1718454829.1633637
2024-06-15 12:33:49.177 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-qls5l, Namespace: default, Node: None, Timestamp: 1718454829.1779194
2024-06-15 12:33:49.181 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rctzq, Namespace: default, Node: minikube-m04, Timestamp: 1718454829.1810646
2024-06-15 12:33:49.215 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-qls5l, Namespace: default, Node: minikube, Timestamp: 1718454829.2152772
2024-06-15 12:33:49.218 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-66srm, Namespace: default, Node: minikube-m02, Timestamp: 1718454829.2188137
2024-06-15 12:33:49.222 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-frtbr, Namespace: default, Node: minikube-m03, Timestamp: 1718454829.2222788
2024-06-15 12:33:49.232 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rwtqs, Namespace: default, Node: None, Timestamp: 1718454829.232346
2024-06-15 12:33:49.278 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rctzq, Namespace: default, Node: minikube-m04, Timestamp: 1718454829.2789261
2024-06-15 12:33:49.283 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rwtqs, Namespace: default, Node: minikube-m03, Timestamp: 1718454829.2829647
2024-06-15 12:33:49.286 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-dl8mh, Namespace: default, Node: None, Timestamp: 1718454829.2864764
2024-06-15 12:33:49.327 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-qls5l, Namespace: default, Node: minikube, Timestamp: 1718454829.3270705
2024-06-15 12:33:49.330 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-dl8mh, Namespace: default, Node: minikube-m02, Timestamp: 1718454829.33062
2024-06-15 12:33:49.333 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-5qnxx, Namespace: default, Node: None, Timestamp: 1718454829.333884
2024-06-15 12:33:49.368 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-5qnxx, Namespace: default, Node: minikube-m04, Timestamp: 1718454829.3683918
2024-06-15 12:33:49.372 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rwtqs, Namespace: default, Node: minikube-m03, Timestamp: 1718454829.3724515
2024-06-15 12:33:49.403 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rhnrl, Namespace: default, Node: None, Timestamp: 1718454829.4036868
2024-06-15 12:33:49.411 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-dl8mh, Namespace: default, Node: minikube-m02, Timestamp: 1718454829.4114866
2024-06-15 12:33:49.425 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-vptl5, Namespace: default, Node: None, Timestamp: 1718454829.4250638
2024-06-15 12:33:49.443 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rhnrl, Namespace: default, Node: minikube, Timestamp: 1718454829.44386
2024-06-15 12:33:49.472 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-5qnxx, Namespace: default, Node: minikube-m04, Timestamp: 1718454829.4727428
2024-06-15 12:33:49.476 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-vptl5, Namespace: default, Node: minikube-m02, Timestamp: 1718454829.4765992
2024-06-15 12:33:49.481 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rhdz9, Namespace: default, Node: None, Timestamp: 1718454829.4810412
2024-06-15 12:33:49.519 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rhdz9, Namespace: default, Node: minikube-m04, Timestamp: 1718454829.519716
2024-06-15 12:33:49.524 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rhnrl, Namespace: default, Node: minikube, Timestamp: 1718454829.5240207
2024-06-15 12:33:49.528 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-vptl5, Namespace: default, Node: minikube-m02, Timestamp: 1718454829.5286582
2024-06-15 12:33:49.543 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-jt7km, Namespace: default, Node: None, Timestamp: 1718454829.5437944
2024-06-15 12:33:49.573 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-jt7km, Namespace: default, Node: minikube-m03, Timestamp: 1718454829.5731509
2024-06-15 12:33:49.581 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rhdz9, Namespace: default, Node: minikube-m04, Timestamp: 1718454829.581879
2024-06-15 12:33:49.584 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-nxp6b, Namespace: default, Node: None, Timestamp: 1718454829.5844982
2024-06-15 12:33:49.617 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-nxp6b, Namespace: default, Node: minikube, Timestamp: 1718454829.617909
2024-06-15 12:33:49.652 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-jt7km, Namespace: default, Node: minikube-m03, Timestamp: 1718454829.6524723
2024-06-15 12:33:49.657 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-vl8kj, Namespace: default, Node: minikube-m04, Timestamp: 1718454829.65707
2024-06-15 12:33:49.678 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-bh2hz, Namespace: default, Node: None, Timestamp: 1718454829.6789622
2024-06-15 12:33:49.699 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-nxp6b, Namespace: default, Node: minikube, Timestamp: 1718454829.699174
2024-06-15 12:33:49.704 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-7qd79, Namespace: default, Node: minikube-m04, Timestamp: 1718454829.7044778
2024-06-15 12:33:49.715 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-bh2hz, Namespace: default, Node: minikube-m02, Timestamp: 1718454829.7154524
2024-06-15 12:33:49.733 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-xf7sb, Namespace: default, Node: None, Timestamp: 1718454829.7333825
2024-06-15 12:33:49.770 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-xf7sb, Namespace: default, Node: minikube-m03, Timestamp: 1718454829.7708957
2024-06-15 12:33:49.787 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-9tfb2, Namespace: default, Node: None, Timestamp: 1718454829.787393
2024-06-15 12:33:49.807 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rwvjj, Namespace: default, Node: minikube-m04, Timestamp: 1718454829.807045
2024-06-15 12:33:49.810 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-bh2hz, Namespace: default, Node: minikube-m02, Timestamp: 1718454829.8107743
2024-06-15 12:33:49.819 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-9tfb2, Namespace: default, Node: minikube-m04, Timestamp: 1718454829.8197083
2024-06-15 12:33:49.844 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-xf7sb, Namespace: default, Node: minikube-m03, Timestamp: 1718454829.8446856
2024-06-15 12:33:49.848 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-nbt25, Namespace: default, Node: None, Timestamp: 1718454829.848971
2024-06-15 12:33:49.890 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-nbt25, Namespace: default, Node: minikube, Timestamp: 1718454829.890679
2024-06-15 12:33:49.894 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rwvjj, Namespace: default, Node: minikube-m04, Timestamp: 1718454829.8944893
2024-06-15 12:33:49.896 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-8npth, Namespace: default, Node: None, Timestamp: 1718454829.8969114
2024-06-15 12:33:49.919 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-8npth, Namespace: default, Node: minikube-m02, Timestamp: 1718454829.9198682
2024-06-15 12:33:49.932 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-hbtt2, Namespace: default, Node: None, Timestamp: 1718454829.9326086
2024-06-15 12:33:49.969 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-hbtt2, Namespace: default, Node: minikube-m03, Timestamp: 1718454829.969635
2024-06-15 12:33:49.973 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-nbt25, Namespace: default, Node: minikube, Timestamp: 1718454829.9736814
2024-06-15 12:33:49.977 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-bl4xs, Namespace: default, Node: minikube-m04, Timestamp: 1718454829.9777694
2024-06-15 12:33:49.982 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-8npth, Namespace: default, Node: minikube-m02, Timestamp: 1718454829.9824965
2024-06-15 12:33:49.986 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-l2dgm, Namespace: default, Node: None, Timestamp: 1718454829.986304
2024-06-15 12:33:50.012 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-l2dgm, Namespace: default, Node: minikube-m04, Timestamp: 1718454830.0122206
2024-06-15 12:33:50.029 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-nzjvl, Namespace: default, Node: None, Timestamp: 1718454830.0299509
2024-06-15 12:33:50.053 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-hbtt2, Namespace: default, Node: minikube-m03, Timestamp: 1718454830.0531557
2024-06-15 12:33:50.061 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-6wxqd, Namespace: default, Node: minikube-m04, Timestamp: 1718454830.0611675
2024-06-15 12:33:50.067 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-nzjvl, Namespace: default, Node: minikube, Timestamp: 1718454830.0672524
2024-06-15 12:33:50.080 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rksrs, Namespace: default, Node: None, Timestamp: 1718454830.0805385
2024-06-15 12:33:50.098 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rksrs, Namespace: default, Node: minikube-m02, Timestamp: 1718454830.0983615
2024-06-15 12:33:50.130 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-bl4xs, Namespace: default, Node: minikube-m04, Timestamp: 1718454830.1304884
2024-06-15 12:33:50.133 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-nzjvl, Namespace: default, Node: minikube, Timestamp: 1718454830.1337624
2024-06-15 12:33:50.136 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-7nhlg, Namespace: default, Node: None, Timestamp: 1718454830.1362407
2024-06-15 12:33:50.163 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-7nhlg, Namespace: default, Node: minikube-m03, Timestamp: 1718454830.1639109
2024-06-15 12:33:50.178 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rksrs, Namespace: default, Node: minikube-m02, Timestamp: 1718454830.1781712
2024-06-15 12:33:50.180 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-xwvn7, Namespace: default, Node: None, Timestamp: 1718454830.180797
2024-06-15 12:33:50.196 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-9tfb2, Namespace: default, Node: minikube-m04, Timestamp: 1718454830.1967642
2024-06-15 12:33:50.212 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-xwvn7, Namespace: default, Node: minikube-m04, Timestamp: 1718454830.2121353
2024-06-15 12:33:50.234 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-7nhlg, Namespace: default, Node: minikube-m03, Timestamp: 1718454830.2342262
2024-06-15 12:33:50.239 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rrlfm, Namespace: default, Node: None, Timestamp: 1718454830.2395334
2024-06-15 12:33:50.260 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rrlfm, Namespace: default, Node: minikube, Timestamp: 1718454830.2600896
2024-06-15 12:33:50.265 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-x86fz, Namespace: default, Node: minikube-m04, Timestamp: 1718454830.265419
2024-06-15 12:33:50.272 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-79fgr, Namespace: default, Node: None, Timestamp: 1718454830.272725
2024-06-15 12:33:50.312 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-79fgr, Namespace: default, Node: minikube-m02, Timestamp: 1718454830.3125937
2024-06-15 12:33:50.317 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-8wskg, Namespace: default, Node: minikube, Timestamp: 1718454830.3170354
2024-06-15 12:33:50.321 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-4vmw7, Namespace: default, Node: minikube-m03, Timestamp: 1718454830.321019
2024-06-15 12:33:50.327 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-l2dgm, Namespace: default, Node: minikube-m04, Timestamp: 1718454830.3273056
2024-06-15 12:33:50.329 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-fh8ns, Namespace: default, Node: None, Timestamp: 1718454830.3297598
2024-06-15 12:33:50.373 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-fh8ns, Namespace: default, Node: minikube-m03, Timestamp: 1718454830.3729794
2024-06-15 12:33:50.377 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-79fgr, Namespace: default, Node: minikube-m02, Timestamp: 1718454830.3775687
2024-06-15 12:33:50.381 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-xszcq, Namespace: default, Node: minikube-m03, Timestamp: 1718454830.3814828
2024-06-15 12:33:50.384 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-whhqq, Namespace: default, Node: None, Timestamp: 1718454830.384084
2024-06-15 12:33:50.387 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-rrlfm, Namespace: default, Node: minikube, Timestamp: 1718454830.387784
2024-06-15 12:33:50.409 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-xwvn7, Namespace: default, Node: minikube-m04, Timestamp: 1718454830.4093652
2024-06-15 12:33:50.412 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-whhqq, Namespace: default, Node: minikube-m04, Timestamp: 1718454830.412481
2024-06-15 12:33:50.443 Event: Pod Created, Pod: hello-100-instances-00001-deployment-5d7bb8f946-5vcdz, Namespace: default, Node: None, Timestamp: 1718454830.4430687
2024-06-15 12:33:50.459 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-txgdj, Namespace: default, Node: minikube-m03, Timestamp: 1718454830.4592326
2024-06-15 12:33:50.462 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-5vcdz, Namespace: default, Node: minikube, Timestamp: 1718454830.4622366
2024-06-15 12:33:50.467 Event: Pod Scheduled, Pod: hello-100-instances-00001-deployment-5d7bb8f946-8wskg, Namespace: default, Node: minikube, Timestamp: 1718454830.4672482
